# l                Dl               -dDl             +dDl             
  1.13300000e+03   1.34859053e+01   1.11883622e+01   1.11883622e+01
  1.13400000e+03   8.32138457e+00   1.12138345e+01   1.12138345e+01
  1.13500000e+03   2.79775873e+01   1.12395906e+01   1.12395906e+01
  1.13600000e+03   1.82520938e+01   1.12656322e+01   1.12656322e+01
  1.13700000e+03   1.00496780e+01   1.12919572e+01   1.12919572e+01
  1.13800000e+03   1.24369231e+01   1.13185678e+01   1.13185678e+01
  1.13900000e+03   1.74932973e+01   1.13454612e+01   1.13454612e+01
  1.14000000e+03   3.21232846e+00   1.13726386e+01   1.13726386e+01
  1.14100000e+03  -9.43434503e+00   1.14000990e+01   1.14000990e+01
  1.14200000e+03   1.66323318e+01   1.14278438e+01   1.14278438e+01
  1.14300000e+03   2.56730382e+01   1.14558727e+01   1.14558727e+01
  1.14400000e+03  -4.06807503e-01   1.14841865e+01   1.14841865e+01
  1.14500000e+03   2.09091481e+01   1.15127844e+01   1.15127844e+01
  1.14600000e+03   3.08803594e+01   1.15416626e+01   1.15416626e+01
  1.14700000e+03  -3.66336638e+00   1.15708245e+01   1.15708245e+01
  1.14800000e+03   2.22747292e+01   1.16002697e+01   1.16002697e+01
  1.14900000e+03   3.03309444e+01   1.16299968e+01   1.16299968e+01
  1.15000000e+03   1.37179863e+01   1.16600076e+01   1.16600076e+01
  1.15100000e+03   5.12313328e+00   1.16903021e+01   1.16903021e+01
  1.15200000e+03   4.20650757e+00   1.17208773e+01   1.17208773e+01
  1.15300000e+03   1.38126007e+01   1.17517354e+01   1.17517354e+01
  1.15400000e+03   9.94740543e+00   1.17828731e+01   1.17828731e+01
  1.15500000e+03   3.24371591e+01   1.18142901e+01   1.18142901e+01
  1.15600000e+03   1.15760369e+01   1.18459836e+01   1.18459836e+01
  1.15700000e+03  -1.22961062e+01   1.18779546e+01   1.18779546e+01
  1.15800000e+03   1.63150551e+01   1.19101983e+01   1.19101983e+01
  1.15900000e+03  -6.52406180e+00   1.19427163e+01   1.19427163e+01
  1.16000000e+03   2.52249274e+01   1.19755087e+01   1.19755087e+01
  1.16100000e+03   3.88458970e+01   1.20085722e+01   1.20085722e+01
  1.16200000e+03   1.31521424e+01   1.20419035e+01   1.20419035e+01
  1.16300000e+03   1.72751720e+01   1.20755021e+01   1.20755021e+01
  1.16400000e+03   8.34037807e+00   1.21093684e+01   1.21093684e+01
  1.16500000e+03   1.30613412e+01   1.21434998e+01   1.21434998e+01
  1.16600000e+03   1.08382751e+01   1.21778950e+01   1.21778950e+01
  1.16700000e+03   6.51722890e-01   1.22125543e+01   1.22125543e+01
  1.16800000e+03  -8.50148867e+00   1.22474742e+01   1.22474742e+01
  1.16900000e+03  -4.32341883e+00   1.22826559e+01   1.22826559e+01
  1.17000000e+03   3.20528797e+01   1.23180947e+01   1.23180947e+01
  1.17100000e+03  -2.06062006e+00   1.23537898e+01   1.23537898e+01
  1.17200000e+03   2.32337584e+01   1.23897394e+01   1.23897394e+01
  1.17300000e+03   6.61587766e+00   1.24259404e+01   1.24259404e+01
  1.17400000e+03  -1.10459188e+01   1.24623902e+01   1.24623902e+01
  1.17500000e+03   1.12521014e+01   1.24990867e+01   1.24990867e+01
  1.17600000e+03   4.00959517e+01   1.25360318e+01   1.25360318e+01
  1.17700000e+03   4.74397932e+00   1.25732189e+01   1.25732189e+01
  1.17800000e+03   2.27832258e+00   1.26106445e+01   1.26106445e+01
  1.17900000e+03   2.02759956e+01   1.26483086e+01   1.26483086e+01
  1.18000000e+03   2.58139565e+00   1.26862074e+01   1.26862074e+01
  1.18100000e+03   2.79019843e+01   1.27243409e+01   1.27243409e+01
  1.18200000e+03  -3.94100822e+00   1.27627064e+01   1.27627064e+01
  1.18300000e+03   7.88794880e+00   1.28012998e+01   1.28012998e+01
  1.18400000e+03   1.25826272e+01   1.28401214e+01   1.28401214e+01
  1.18500000e+03   1.24930087e+01   1.28791675e+01   1.28791675e+01
  1.18600000e+03   2.64602823e+01   1.29184365e+01   1.29184365e+01
  1.18700000e+03   1.67533706e+01   1.29579259e+01   1.29579259e+01
  1.18800000e+03   1.57239465e+01   1.29976310e+01   1.29976310e+01
  1.18900000e+03   1.08699764e+01   1.30375508e+01   1.30375508e+01
  1.19000000e+03  -2.64225986e+00   1.30776816e+01   1.30776816e+01
  1.19100000e+03   1.61450029e+01   1.31180201e+01   1.31180201e+01
  1.19200000e+03   2.67549722e+01   1.31585677e+01   1.31585677e+01
  1.19300000e+03  -5.58841871e+00   1.31993176e+01   1.31993176e+01
  1.19400000e+03   1.52247356e+01   1.32402639e+01   1.32402639e+01
  1.19500000e+03   1.70678929e+01   1.32814076e+01   1.32814076e+01
  1.19600000e+03   2.90531722e+01   1.33227433e+01   1.33227433e+01
  1.19700000e+03   6.80769906e+00   1.33642703e+01   1.33642703e+01
  1.19800000e+03   3.27477594e+01   1.34059848e+01   1.34059848e+01
  1.19900000e+03   2.84455034e+01   1.34478842e+01   1.34478842e+01
  1.20000000e+03   1.57051234e-01   1.34899659e+01   1.34899659e+01
  1.20100000e+03   2.44847098e+01   1.35322260e+01   1.35322260e+01
  1.20200000e+03   4.01360438e+01   1.35746619e+01   1.35746619e+01
  1.20300000e+03   3.54683090e+01   1.36172714e+01   1.36172714e+01
  1.20400000e+03   3.76546916e+00   1.36600504e+01   1.36600504e+01
  1.20500000e+03   1.96557671e+01   1.37029969e+01   1.37029969e+01
  1.20600000e+03   2.40922543e+01   1.37461063e+01   1.37461063e+01
  1.20700000e+03   3.79350553e+01   1.37893753e+01   1.37893753e+01
  1.20800000e+03   1.28642332e+01   1.38328054e+01   1.38328054e+01
  1.20900000e+03   1.14387695e+01   1.38763888e+01   1.38763888e+01
  1.21000000e+03   2.68623194e+01   1.39201204e+01   1.39201204e+01
  1.21100000e+03   2.51140058e+01   1.39639990e+01   1.39639990e+01
  1.21200000e+03   9.35520880e+00   1.40080221e+01   1.40080221e+01
  1.21300000e+03   5.32982451e+01   1.40521850e+01   1.40521850e+01
  1.21400000e+03   1.27392645e+01   1.40964871e+01   1.40964871e+01
  1.21500000e+03   2.79871451e+00   1.41409215e+01   1.41409215e+01
  1.21600000e+03  -9.01594108e+00   1.41854881e+01   1.41854881e+01
  1.21700000e+03   3.95607884e+01   1.42301826e+01   1.42301826e+01
  1.21800000e+03   1.59854859e+01   1.42750012e+01   1.42750012e+01
  1.21900000e+03   8.15621716e+00   1.43199410e+01   1.43199410e+01
  1.22000000e+03   4.62577305e+01   1.43649991e+01   1.43649991e+01
  1.22100000e+03   4.01484086e+01   1.44101725e+01   1.44101725e+01
  1.22200000e+03   6.87302944e+00   1.44554571e+01   1.44554571e+01
  1.22300000e+03   6.43963247e+00   1.45008513e+01   1.45008513e+01
  1.22400000e+03   7.96739400e+00   1.45463546e+01   1.45463546e+01
  1.22500000e+03   3.94199152e+01   1.45919608e+01   1.45919608e+01
  1.22600000e+03   2.85844973e+01   1.46376632e+01   1.46376632e+01
  1.22700000e+03   1.35044244e+01   1.46834618e+01   1.46834618e+01
  1.22800000e+03   1.69593596e+01   1.47293537e+01   1.47293537e+01
  1.22900000e+03   2.62127776e+00   1.47753357e+01   1.47753357e+01
  1.23000000e+03   2.43872892e+01   1.48214053e+01   1.48214053e+01
  1.23100000e+03   1.95897936e+01   1.48675582e+01   1.48675582e+01
  1.23200000e+03   3.98058136e+01   1.49137921e+01   1.49137921e+01
  1.23300000e+03   3.22928449e+01   1.49601032e+01   1.49601032e+01
  1.23400000e+03   7.15352552e+00   1.50064893e+01   1.50064893e+01
  1.23500000e+03   1.62123535e+01   1.50529468e+01   1.50529468e+01
  1.23600000e+03   3.79054945e+01   1.50994728e+01   1.50994728e+01
  1.23700000e+03   1.15574613e+01   1.51460640e+01   1.51460640e+01
  1.23800000e+03   1.83095126e+01   1.51927175e+01   1.51927175e+01
  1.23900000e+03   5.83147810e+01   1.52394319e+01   1.52394319e+01
  1.24000000e+03   4.82403078e+01   1.52862057e+01   1.52862057e+01
  1.24100000e+03   2.15279666e+01   1.53330358e+01   1.53330358e+01
  1.24200000e+03   2.48449938e+01   1.53799153e+01   1.53799153e+01
  1.24300000e+03   3.68031804e+01   1.54268441e+01   1.54268441e+01
  1.24400000e+03   4.78444884e+01   1.54738201e+01   1.54738201e+01
  1.24500000e+03   1.99427080e+01   1.55208404e+01   1.55208404e+01
  1.24600000e+03   2.38681374e+01   1.55679014e+01   1.55679014e+01
  1.24700000e+03   2.22666237e+01   1.56150032e+01   1.56150032e+01
  1.24800000e+03   1.55699603e+01   1.56621400e+01   1.56621400e+01
  1.24900000e+03   4.61345503e+01   1.57093116e+01   1.57093116e+01
  1.25000000e+03   4.12864600e+01   1.57565137e+01   1.57565137e+01
  1.25100000e+03   7.59574800e+00   1.58037450e+01   1.58037450e+01
  1.25200000e+03   2.57193772e+01   1.58510029e+01   1.58510029e+01
  1.25300000e+03   4.34385817e+01   1.58982832e+01   1.58982832e+01
  1.25400000e+03   2.98620672e+01   1.59455862e+01   1.59455862e+01
  1.25500000e+03   3.08362933e+01   1.59929072e+01   1.59929072e+01
  1.25600000e+03   3.09590805e+01   1.60402497e+01   1.60402497e+01
  1.25700000e+03   1.22926957e+01   1.60876093e+01   1.60876093e+01
  1.25800000e+03   1.78447366e+01   1.61349782e+01   1.61349782e+01
  1.25900000e+03   1.86092291e+01   1.61823602e+01   1.61823602e+01
  1.26000000e+03   4.58092333e+01   1.62297522e+01   1.62297522e+01
  1.26100000e+03   6.05841963e+01   1.62771539e+01   1.62771539e+01
  1.26200000e+03   4.23459822e+01   1.63245622e+01   1.63245622e+01
  1.26300000e+03   2.58131128e+01   1.63719763e+01   1.63719763e+01
  1.26400000e+03   3.03316367e+01   1.64193944e+01   1.64193944e+01
  1.26500000e+03   2.40993525e+01   1.64668135e+01   1.64668135e+01
  1.26600000e+03   4.24914126e-01   1.65142342e+01   1.65142342e+01
  1.26700000e+03   4.26838995e+01   1.65616524e+01   1.65616524e+01
  1.26800000e+03   3.43081771e+01   1.66090680e+01   1.66090680e+01
  1.26900000e+03   3.11185927e+01   1.66564785e+01   1.66564785e+01
  1.27000000e+03   1.91190654e+01   1.67038831e+01   1.67038831e+01
  1.27100000e+03   6.07114058e+00   1.67512799e+01   1.67512799e+01
  1.27200000e+03   3.98131154e+01   1.67986712e+01   1.67986712e+01
  1.27300000e+03   3.09824012e+01   1.68460536e+01   1.68460536e+01
  1.27400000e+03   4.05139047e+01   1.68934227e+01   1.68934227e+01
  1.27500000e+03   4.67120895e+01   1.69407816e+01   1.69407816e+01
  1.27600000e+03   2.69373927e+01   1.69881287e+01   1.69881287e+01
  1.27700000e+03   2.35974564e+01   1.70354651e+01   1.70354651e+01
  1.27800000e+03   1.94922583e+01   1.70827880e+01   1.70827880e+01
  1.27900000e+03   2.83779314e+01   1.71300977e+01   1.71300977e+01
  1.28000000e+03   2.05474453e+01   1.71773927e+01   1.71773927e+01
  1.28100000e+03   4.48474502e+01   1.72246741e+01   1.72246741e+01
  1.28200000e+03   8.50892487e+00   1.72719412e+01   1.72719412e+01
  1.28300000e+03   1.23728523e+01   1.73191918e+01   1.73191918e+01
  1.28400000e+03   1.58521188e+01   1.73664269e+01   1.73664269e+01
  1.28500000e+03   1.85994493e+01   1.74136441e+01   1.74136441e+01
  1.28600000e+03   6.39695119e+01   1.74608438e+01   1.74608438e+01
  1.28700000e+03   1.15631805e+01   1.75080274e+01   1.75080274e+01
  1.28800000e+03   1.25543149e+01   1.75551956e+01   1.75551956e+01
  1.28900000e+03   5.98060193e+01   1.76023451e+01   1.76023451e+01
  1.29000000e+03   1.50236030e+01   1.76494757e+01   1.76494757e+01
  1.29100000e+03   1.67480288e+01   1.76965883e+01   1.76965883e+01
  1.29200000e+03   7.02369709e+01   1.77436854e+01   1.77436854e+01
  1.29300000e+03   3.51947090e+01   1.77907659e+01   1.77907659e+01
  1.29400000e+03   1.58499181e+01   1.78378311e+01   1.78378311e+01
  1.29500000e+03   3.32177786e+01   1.78848817e+01   1.78848817e+01
  1.29600000e+03   3.75934370e+01   1.79319185e+01   1.79319185e+01
  1.29700000e+03   6.10992199e+01   1.79789410e+01   1.79789410e+01
  1.29800000e+03   6.71302983e+01   1.80259504e+01   1.80259504e+01
  1.29900000e+03   3.16550845e+01   1.80729473e+01   1.80729473e+01
  1.30000000e+03   3.03578856e+01   1.81199312e+01   1.81199312e+01
  1.30100000e+03   1.02034895e+01   1.81669044e+01   1.81669044e+01
  1.30200000e+03   3.38254871e+01   1.82138663e+01   1.82138663e+01
  1.30300000e+03  -8.24412978e+00   1.82608178e+01   1.82608178e+01
  1.30400000e+03   4.33080177e+01   1.83077639e+01   1.83077639e+01
  1.30500000e+03   2.80460972e+01   1.83547022e+01   1.83547022e+01
  1.30600000e+03   5.64737232e+00   1.84016279e+01   1.84016279e+01
  1.30700000e+03   5.82333360e+01   1.84485490e+01   1.84485490e+01
  1.30800000e+03   1.31988965e+01   1.84954664e+01   1.84954664e+01
  1.30900000e+03   2.45908693e+01   1.85423801e+01   1.85423801e+01
  1.31000000e+03   3.16732619e+01   1.85892918e+01   1.85892918e+01
  1.31100000e+03   3.75170167e+01   1.86362045e+01   1.86362045e+01
  1.31200000e+03   6.06005412e+01   1.86831202e+01   1.86831202e+01
  1.31300000e+03   4.91295708e+01   1.87300404e+01   1.87300404e+01
  1.31400000e+03   1.06950855e+01   1.87769628e+01   1.87769628e+01
  1.31500000e+03   3.46128685e+01   1.88238948e+01   1.88238948e+01
  1.31600000e+03   3.38497632e+01   1.88708339e+01   1.88708339e+01
  1.31700000e+03   9.65352904e+00   1.89177845e+01   1.89177845e+01
  1.31800000e+03   1.61138345e+01   1.89647466e+01   1.89647466e+01
  1.31900000e+03   5.30639075e+01   1.90117212e+01   1.90117212e+01
  1.32000000e+03   5.18305730e+01   1.90587168e+01   1.90587168e+01
  1.32100000e+03   5.52407170e+01   1.91057297e+01   1.91057297e+01
  1.32200000e+03   3.26029655e+01   1.91527562e+01   1.91527562e+01
  1.32300000e+03   4.76725405e+01   1.91998050e+01   1.91998050e+01
  1.32400000e+03   4.14295978e+01   1.92468754e+01   1.92468754e+01
  1.32500000e+03   4.67514167e+01   1.92939724e+01   1.92939724e+01
  1.32600000e+03   1.00603374e+01   1.93410990e+01   1.93410990e+01
  1.32700000e+03  -9.35585980e+00   1.93882543e+01   1.93882543e+01
  1.32800000e+03   2.36641923e+01   1.94354430e+01   1.94354430e+01
  1.32900000e+03   3.76903653e+01   1.94826676e+01   1.94826676e+01
  1.33000000e+03   2.01537537e+01   1.95299291e+01   1.95299291e+01
  1.33100000e+03   4.34347711e+00   1.95772337e+01   1.95772337e+01
  1.33200000e+03   3.14382877e+01   1.96245798e+01   1.96245798e+01
  1.33300000e+03   3.70215027e+01   1.96719705e+01   1.96719705e+01
  1.33400000e+03   3.20338073e+01   1.97194101e+01   1.97194101e+01
  1.33500000e+03   4.60502894e+00   1.97668993e+01   1.97668993e+01
  1.33600000e+03   5.39176906e+01   1.98144452e+01   1.98144452e+01
  1.33700000e+03   4.83306858e+01   1.98620474e+01   1.98620474e+01
  1.33800000e+03   3.49051993e+01   1.99097037e+01   1.99097037e+01
  1.33900000e+03   1.55670450e+01   1.99574180e+01   1.99574180e+01
  1.34000000e+03   1.65744590e+01   2.00051982e+01   2.00051982e+01
  1.34100000e+03   5.16984691e+01   2.00530417e+01   2.00530417e+01
  1.34200000e+03  -1.72953736e+01   2.01009542e+01   2.01009542e+01
  1.34300000e+03   4.45858650e+00   2.01489410e+01   2.01489410e+01
  1.34400000e+03   3.99924977e+01   2.01970001e+01   2.01970001e+01
  1.34500000e+03   6.48223302e+01   2.02451373e+01   2.02451373e+01
  1.34600000e+03   2.34102444e+01   2.02933555e+01   2.02933555e+01
  1.34700000e+03   2.61323400e+01   2.03416572e+01   2.03416572e+01
  1.34800000e+03   3.19189317e+00   2.03900455e+01   2.03900455e+01
  1.34900000e+03   2.62818747e+01   2.04385231e+01   2.04385231e+01
  1.35000000e+03   6.05227652e+01   2.04870946e+01   2.04870946e+01
  1.35100000e+03   2.80499325e+01   2.05357595e+01   2.05357595e+01
  1.35200000e+03  -4.69367917e+00   2.05845290e+01   2.05845290e+01
  1.35300000e+03   4.10577464e+01   2.06333995e+01   2.06333995e+01
  1.35400000e+03   2.21913872e+01   2.06823718e+01   2.06823718e+01
  1.35500000e+03   2.82055289e+01   2.07314493e+01   2.07314493e+01
  1.35600000e+03   4.72821757e+01   2.07806374e+01   2.07806374e+01
  1.35700000e+03   5.81241652e+01   2.08299394e+01   2.08299394e+01
  1.35800000e+03  -4.46516600e+00   2.08793564e+01   2.08793564e+01
  1.35900000e+03  -1.32213338e+01   2.09288940e+01   2.09288940e+01
  1.36000000e+03   2.18985351e+01   2.09785529e+01   2.09785529e+01
  1.36100000e+03   5.63940363e+01   2.10283385e+01   2.10283385e+01
  1.36200000e+03   1.52575782e+01   2.10782529e+01   2.10782529e+01
  1.36300000e+03   4.53491007e+00   2.11282992e+01   2.11282992e+01
  1.36400000e+03   5.55475195e+01   2.11784801e+01   2.11784801e+01
  1.36500000e+03  -1.10899226e+01   2.12288004e+01   2.12288004e+01
  1.36600000e+03   9.70513697e+00   2.12792601e+01   2.12792601e+01
  1.36700000e+03   3.49774412e+01   2.13298650e+01   2.13298650e+01
  1.36800000e+03  -6.31979101e-01   2.13806233e+01   2.13806233e+01
  1.36900000e+03   5.36516759e+00   2.14315321e+01   2.14315321e+01
  1.37000000e+03   3.20726020e+01   2.14825904e+01   2.14825904e+01
  1.37100000e+03   3.55921910e+01   2.15338051e+01   2.15338051e+01
  1.37200000e+03  -1.55313661e+01   2.15851804e+01   2.15851804e+01
  1.37300000e+03   1.50862056e+01   2.16367178e+01   2.16367178e+01
  1.37400000e+03   4.90994978e+00   2.16884220e+01   2.16884220e+01
  1.37500000e+03  -2.26460647e+00   2.17402945e+01   2.17402945e+01
  1.37600000e+03   2.32325638e+01   2.17923389e+01   2.17923389e+01
  1.37700000e+03   2.73024076e+01   2.18445589e+01   2.18445589e+01
  1.37800000e+03   1.76762929e+01   2.18969565e+01   2.18969565e+01
  1.37900000e+03   4.35462782e+01   2.19495347e+01   2.19495347e+01
  1.38000000e+03   6.80842332e+01   2.20022968e+01   2.20022968e+01
  1.38100000e+03   2.82651216e+01   2.20552472e+01   2.20552472e+01
  1.38200000e+03  -2.11002752e+01   2.21083863e+01   2.21083863e+01
  1.38300000e+03   5.86057509e+00   2.21617184e+01   2.21617184e+01
  1.38400000e+03   5.59792934e+00   2.22152521e+01   2.22152521e+01
  1.38500000e+03   2.37060965e+01   2.22689849e+01   2.22689849e+01
  1.38600000e+03   6.91258701e+00   2.23229160e+01   2.23229160e+01
  1.38700000e+03   3.95439964e+01   2.23770512e+01   2.23770512e+01
  1.38800000e+03   1.55278739e+01   2.24313944e+01   2.24313944e+01
  1.38900000e+03  -5.08687397e+00   2.24859481e+01   2.24859481e+01
  1.39000000e+03   4.79459496e+00   2.25407154e+01   2.25407154e+01
  1.39100000e+03   6.63998484e+01   2.25956995e+01   2.25956995e+01
  1.39200000e+03   2.79928726e+01   2.26509020e+01   2.26509020e+01
  1.39300000e+03   1.47033249e+01   2.27063259e+01   2.27063259e+01
  1.39400000e+03   7.31295683e+00   2.27619748e+01   2.27619748e+01
  1.39500000e+03  -2.01902034e+00   2.28178494e+01   2.28178494e+01
  1.39600000e+03   3.32194376e+01   2.28739531e+01   2.28739531e+01
  1.39700000e+03   5.61270242e+01   2.29302884e+01   2.29302884e+01
  1.39800000e+03   2.76495035e+01   2.29868583e+01   2.29868583e+01
  1.39900000e+03   7.55747781e+00   2.30436654e+01   2.30436654e+01
  1.40000000e+03   3.23852552e+01   2.31007185e+01   2.31007185e+01
  1.40100000e+03   1.22170699e+01   2.31580125e+01   2.31580125e+01
  1.40200000e+03   1.89284113e+01   2.32155473e+01   2.32155473e+01
  1.40300000e+03   3.09604546e+01   2.32733290e+01   2.32733290e+01
  1.40400000e+03   2.19963744e+01   2.33313612e+01   2.33313612e+01
  1.40500000e+03   4.56631892e+01   2.33896457e+01   2.33896457e+01
  1.40600000e+03  -8.40878443e+00   2.34481850e+01   2.34481850e+01
  1.40700000e+03  -3.99271187e+00   2.35069812e+01   2.35069812e+01
  1.40800000e+03   1.23367051e+00   2.35660370e+01   2.35660370e+01
  1.40900000e+03   1.07647501e+01   2.36253544e+01   2.36253544e+01
  1.41000000e+03  -1.42947655e+01   2.36849361e+01   2.36849361e+01
  1.41100000e+03   1.84170970e+01   2.37447829e+01   2.37447829e+01
  1.41200000e+03  -8.73469906e+00   2.38048967e+01   2.38048967e+01
  1.41300000e+03   4.56318062e+00   2.38652806e+01   2.38652806e+01
  1.41400000e+03   2.67057741e+01   2.39259361e+01   2.39259361e+01
  1.41500000e+03   3.07701446e+01   2.39868644e+01   2.39868644e+01
  1.41600000e+03   3.09437093e+01   2.40480735e+01   2.40480735e+01
  1.41700000e+03   1.35130187e+01   2.41095617e+01   2.41095617e+01
  1.41800000e+03   2.01161629e+01   2.41713256e+01   2.41713256e+01
  1.41900000e+03   4.93839113e+01   2.42333696e+01   2.42333696e+01
  1.42000000e+03   9.35016609e+00   2.42956986e+01   2.42956986e+01
  1.42100000e+03   1.07933417e+00   2.43583130e+01   2.43583130e+01
  1.42200000e+03  -1.53463623e+00   2.44212155e+01   2.44212155e+01
  1.42300000e+03   2.86526291e+01   2.44844073e+01   2.44844073e+01
  1.42400000e+03   3.53037951e+01   2.45478906e+01   2.45478906e+01
  1.42500000e+03   2.38564868e+00   2.46116666e+01   2.46116666e+01
  1.42600000e+03   3.45580159e+00   2.46757382e+01   2.46757382e+01
  1.42700000e+03   3.74560192e+01   2.47401050e+01   2.47401050e+01
  1.42800000e+03  -1.86318228e+01   2.48047688e+01   2.48047688e+01
  1.42900000e+03   3.41311563e+01   2.48697309e+01   2.48697309e+01
  1.43000000e+03   7.61150805e+01   2.49349931e+01   2.49349931e+01
  1.43100000e+03  -1.77845296e+01   2.50005561e+01   2.50005561e+01
  1.43200000e+03  -6.77603884e+00   2.50664281e+01   2.50664281e+01
  1.43300000e+03   1.72815507e+01   2.51326042e+01   2.51326042e+01
  1.43400000e+03  -1.65627859e+01   2.51990823e+01   2.51990823e+01
  1.43500000e+03   1.75139872e+01   2.52658646e+01   2.52658646e+01
  1.43600000e+03   9.85290251e+00   2.53329563e+01   2.53329563e+01
  1.43700000e+03   5.15350566e+01   2.54003566e+01   2.54003566e+01
  1.43800000e+03   9.57334214e+00   2.54680677e+01   2.54680677e+01
  1.43900000e+03   1.15523922e+01   2.55360916e+01   2.55360916e+01
  1.44000000e+03   1.95734275e+01   2.56044303e+01   2.56044303e+01
  1.44100000e+03  -1.80128779e+01   2.56730811e+01   2.56730811e+01
  1.44200000e+03   2.46300023e+01   2.57420483e+01   2.57420483e+01
  1.44300000e+03   1.57563590e+01   2.58113336e+01   2.58113336e+01
  1.44400000e+03  -1.77548102e+01   2.58809337e+01   2.58809337e+01
  1.44500000e+03  -1.55818689e+01   2.59508507e+01   2.59508507e+01
  1.44600000e+03  -2.96643073e+00   2.60210867e+01   2.60210867e+01
  1.44700000e+03   3.90230175e+01   2.60916399e+01   2.60916399e+01
  1.44800000e+03   5.38887813e+01   2.61625210e+01   2.61625210e+01
  1.44900000e+03   2.03724244e+01   2.62337197e+01   2.62337197e+01
  1.45000000e+03  -6.67852213e+01   2.63052348e+01   2.63052348e+01
  1.45100000e+03   2.31408320e+01   2.63770714e+01   2.63770714e+01
  1.45200000e+03   3.87395627e+01   2.64492288e+01   2.64492288e+01
  1.45300000e+03  -1.97299305e+01   2.65217099e+01   2.65217099e+01
  1.45400000e+03  -1.32439339e+00   2.65945128e+01   2.65945128e+01
  1.45500000e+03   3.09728857e+01   2.66676388e+01   2.66676388e+01
  1.45600000e+03  -2.10687522e+01   2.67410899e+01   2.67410899e+01
  1.45700000e+03   1.83799640e+01   2.68148654e+01   2.68148654e+01
  1.45800000e+03   1.48558769e+01   2.68889673e+01   2.68889673e+01
  1.45900000e+03   9.41784616e+00   2.69633932e+01   2.69633932e+01
  1.46000000e+03   4.75924593e+01   2.70381464e+01   2.70381464e+01
  1.46100000e+03   8.15237160e+00   2.71132229e+01   2.71132229e+01
  1.46200000e+03   3.77027343e+01   2.71886269e+01   2.71886269e+01
  1.46300000e+03   8.18271072e+01   2.72643544e+01   2.72643544e+01
  1.46400000e+03   1.00590351e+01   2.73404157e+01   2.73404157e+01
  1.46500000e+03  -2.86571820e+01   2.74168024e+01   2.74168024e+01
  1.46600000e+03   2.00632925e+01   2.74935097e+01   2.74935097e+01
  1.46700000e+03  -1.86599411e+01   2.75705428e+01   2.75705428e+01
  1.46800000e+03   1.82231356e+01   2.76479019e+01   2.76479019e+01
  1.46900000e+03   3.83691546e+00   2.77255879e+01   2.77255879e+01
  1.47000000e+03   8.63352548e+00   2.78035986e+01   2.78035986e+01
  1.47100000e+03  -5.11994713e+01   2.78819362e+01   2.78819362e+01
  1.47200000e+03   5.22793859e+01   2.79605978e+01   2.79605978e+01
  1.47300000e+03   2.73559153e+01   2.80395874e+01   2.80395874e+01
  1.47400000e+03   2.42738576e+01   2.81189025e+01   2.81189025e+01
  1.47500000e+03   2.50296177e+01   2.81985451e+01   2.81985451e+01
  1.47600000e+03   4.95970350e+00   2.82785119e+01   2.82785119e+01
  1.47700000e+03   4.81388320e+01   2.83588033e+01   2.83588033e+01
  1.47800000e+03   3.31468668e+01   2.84394194e+01   2.84394194e+01
  1.47900000e+03  -1.39590384e+01   2.85203604e+01   2.85203604e+01
  1.48000000e+03   2.66090292e+01   2.86016308e+01   2.86016308e+01
  1.48100000e+03   4.21691358e+01   2.86832256e+01   2.86832256e+01
  1.48200000e+03   5.24242926e+01   2.87651366e+01   2.87651366e+01
  1.48300000e+03  -9.74355261e+00   2.88473692e+01   2.88473692e+01
  1.48400000e+03  -1.08639399e+01   2.89299229e+01   2.89299229e+01
  1.48500000e+03  -1.85887062e+01   2.90127966e+01   2.90127966e+01
  1.48600000e+03   9.21558511e+00   2.90959921e+01   2.90959921e+01
  1.48700000e+03   2.65192004e+01   2.91795060e+01   2.91795060e+01
  1.48800000e+03   1.65347781e+01   2.92633404e+01   2.92633404e+01
  1.48900000e+03   4.03895049e+01   2.93474901e+01   2.93474901e+01
  1.49000000e+03   2.54237852e+01   2.94319607e+01   2.94319607e+01
  1.49100000e+03  -9.98849159e+00   2.95167489e+01   2.95167489e+01
  1.49200000e+03   3.49710233e+01   2.96018526e+01   2.96018526e+01
  1.49300000e+03   5.68926284e+00   2.96872736e+01   2.96872736e+01
  1.49400000e+03  -1.66818199e+01   2.97730109e+01   2.97730109e+01
  1.49500000e+03   1.19592897e+01   2.98590604e+01   2.98590604e+01
  1.49600000e+03   3.59798146e+01   2.99454304e+01   2.99454304e+01
  1.49700000e+03  -1.44631796e+01   3.00321149e+01   3.00321149e+01
  1.49800000e+03   1.44976943e+01   3.01191031e+01   3.01191031e+01
  1.49900000e+03   6.88481954e+00   3.02064048e+01   3.02064048e+01
  1.50000000e+03   1.33421840e+01   3.02940146e+01   3.02940146e+01
  1.50100000e+03  -2.42597778e+01   3.03819359e+01   3.03819359e+01
  1.50200000e+03  -5.33131590e+01   3.04701626e+01   3.04701626e+01
  1.50300000e+03  -8.48965478e-01   3.05586978e+01   3.05586978e+01
  1.50400000e+03   4.04032507e+01   3.06475391e+01   3.06475391e+01
  1.50500000e+03   3.46047210e+01   3.07366863e+01   3.07366863e+01
  1.50600000e+03  -3.74864227e+00   3.08261375e+01   3.08261375e+01
  1.50700000e+03   4.01481932e+01   3.09158939e+01   3.09158939e+01
  1.50800000e+03   8.44815974e+01   3.10059527e+01   3.10059527e+01
